Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
29-Jul-21,EQ,287.55,295.4,287.55,284.45,293.8,292.9,292.69,360.75,101.3,"5,77,33,359","16,89,80,72,830.35","3,38,308"
28-Jul-21,EQ,290,290.9,283.6,291.4,285,284.45,285.94,360.75,101.3,"3,61,39,725","10,33,36,71,968.95","3,51,962"
27-Jul-21,EQ,293,297.65,288.6,293.15,291,291.4,292.45,360.75,101.3,"5,51,32,877","16,12,33,51,124.90","3,66,440"
26-Jul-21,EQ,295,297,291,295.55,292.75,293.15,293.67,360.75,101.3,"2,75,02,360","8,07,66,54,790.10","2,61,987"
23-Jul-21,EQ,300.5,301.9,295,302.55,295.8,295.55,296.59,360.75,101.3,"3,34,35,130","9,91,66,84,182.55","3,55,996"
22-Jul-21,EQ,305.5,307.45,301.05,302.15,303.1,302.55,303.96,360.75,101.3,"2,13,38,361","6,48,59,90,486.30","2,17,237"
20-Jul-21,EQ,307,308,301.05,308.85,301.85,302.15,304.33,360.75,101.3,"2,76,72,567","8,42,16,62,362.00","3,01,520"
19-Jul-21,EQ,308.95,310.3,306,311.25,309.1,308.85,308.28,360.75,101.3,"2,13,46,348","6,58,06,62,107.25","2,12,078"
16-Jul-21,EQ,311.1,315.45,310.5,310.25,311.1,311.25,312.6,360.75,100.6,"2,51,48,606","7,86,13,76,517.65","2,07,808"
15-Jul-21,EQ,310.5,312.85,307.6,309.55,310.1,310.25,309.95,360.75,100.6,"2,36,17,599","7,32,03,41,530.70","1,86,448"
14-Jul-21,EQ,310,313.3,308.65,310.95,309,309.55,310.72,360.75,100.6,"2,18,63,250","6,79,33,83,940.60","1,78,728"
13-Jul-21,EQ,310,312.25,308.15,307.45,310.65,310.95,310.09,360.75,100.6,"2,57,36,308","7,98,05,98,270.45","2,03,069"
12-Jul-21,EQ,310.8,312,306.1,306.3,307.5,307.45,308.4,360.75,100.6,"3,22,82,319","9,95,57,65,580.30","2,51,579"
09-Jul-21,EQ,305.8,308.85,301.85,306.35,307.35,306.3,306.02,360.75,100.6,"4,88,07,214","14,93,62,08,421.35","4,04,151"
08-Jul-21,EQ,314.8,314.8,305,317.1,306.15,306.35,309.6,360.75,100.6,"8,73,60,324","27,04,68,80,894.05","7,29,702"
07-Jul-21,EQ,316,319.1,306.25,316.9,317.25,317.1,313.64,360.75,100.6,"11,21,83,313","35,18,52,98,921.75","8,18,147"
06-Jul-21,EQ,348,358.2,311.5,346.1,316.6,316.9,330.49,360.75,100.6,"16,40,83,830","54,22,83,96,910.80","11,26,291"
05-Jul-21,EQ,347.05,350.1,344,344.9,345.8,346.1,347.14,360.75,100.6,"1,83,99,524","6,38,72,77,797.05","1,60,130"
02-Jul-21,EQ,345.3,345.55,340.5,344.25,344.9,344.9,343.54,360.75,97.3,"1,83,04,387","6,28,83,48,486.95","1,25,567"
01-Jul-21,EQ,341.5,347.4,341.2,339.6,344.5,344.25,344.48,360.75,97.3,"2,79,44,816","9,62,64,55,276.75","2,01,015"
30-Jun-21,EQ,342,345.35,338.85,341.55,340,339.6,342.64,360.75,97.3,"1,82,77,841","6,26,26,30,345.30","1,44,643"
29-Jun-21,EQ,342.65,346.5,339.6,342.8,342.3,341.55,343.24,360.75,97.3,"2,24,62,297","7,70,99,40,478.45","1,66,772"
28-Jun-21,EQ,340.8,345,337.55,339.65,343,342.8,341,360.75,97.3,"1,78,43,975","6,08,48,80,410.00","1,28,540"
25-Jun-21,EQ,335.9,342.8,335.9,334.65,339.1,339.65,340.03,360.75,97.3,"2,24,26,352","7,62,57,42,314.95","1,62,950"
24-Jun-21,EQ,335,337.4,333.35,335.25,335.3,334.65,335.51,360.75,97.3,"1,55,80,223","5,22,73,77,961.40","1,19,970"
23-Jun-21,EQ,341,343.25,334.3,337.9,335.5,335.25,338.98,360.75,97.3,"2,57,41,628","8,72,59,21,331.25","1,63,850"
22-Jun-21,EQ,337.1,344.3,336.15,334.3,337.25,337.9,341.06,360.75,97.3,"2,67,08,459","9,10,90,87,248.90","1,96,463"
21-Jun-21,EQ,330.9,335.8,326.2,337.4,334,334.3,331.38,360.75,97.3,"2,91,23,887","9,65,10,69,904.95","2,20,372"
18-Jun-21,EQ,345.65,346.9,329,345.65,338.7,337.4,337.3,360.75,91.8,"4,94,40,514","16,67,62,11,279.70","3,35,484"
17-Jun-21,EQ,348.4,352.9,342.25,349.35,344.9,345.65,347.75,360.75,91.8,"2,92,36,974","10,16,73,01,410.35","2,15,768"
16-Jun-21,EQ,350.1,356,348.1,352.7,348.35,349.35,351.5,360.75,91.8,"2,75,50,588","9,68,40,74,925.80","1,85,607"
15-Jun-21,EQ,355.75,360.75,351.5,355.95,352,352.7,356.11,360.75,91.8,"3,55,26,159","12,65,11,39,220.10","2,44,448"
14-Jun-21,EQ,350.05,357.9,341.1,350.75,355.85,355.95,350.96,358.9,91.8,"3,84,82,142","13,50,56,85,670.35","2,58,674"
11-Jun-21,EQ,346,352.9,344.35,344.75,350,350.75,349.49,358.9,91.8,"3,64,41,967","12,73,62,54,497.20","2,38,009"
10-Jun-21,EQ,345.2,347.85,342.4,343.35,345.05,344.75,345.05,358.9,91.8,"2,43,51,860","8,40,26,11,475.95","1,73,167"
09-Jun-21,EQ,356.2,358.9,339.75,352.75,343.55,343.35,350.63,358.9,91.8,"5,93,34,814","20,80,47,88,075.45","3,64,388"
08-Jun-21,EQ,346.25,356.65,337.5,345.5,356.5,352.75,346.15,357,91.8,"4,41,04,954","15,26,70,39,550.15","2,80,211"
07-Jun-21,EQ,339.75,351,339.75,334.95,344.35,345.5,346.4,357,91.8,"6,49,86,814","22,51,14,45,127.60","4,54,768"
04-Jun-21,EQ,325.15,336.9,324.25,325.65,336.8,334.95,330.33,357,88,"4,12,78,749","13,63,56,97,415.40","2,57,144"
03-Jun-21,EQ,325.3,327.7,323.65,323,324.95,325.65,325.92,357,88,"2,14,08,371","6,97,74,08,798.45","1,51,971"
02-Jun-21,EQ,315.95,324.4,315.6,318.1,322.9,323,320.96,357,88,"2,63,23,777","8,44,88,92,334.15","1,57,758"
01-Jun-21,EQ,319.2,325.7,317.3,318.75,318.3,318.1,320.48,357,88,"3,25,95,728","10,44,61,67,765.05","2,27,553"
31-May-21,EQ,318.7,319.75,312.1,318.75,318.9,318.75,316.65,357,88,"3,09,17,309","9,79,00,07,682.00","1,95,958"
28-May-21,EQ,322.65,324.5,316.5,318.6,319.8,318.75,320.4,357,82.6,"2,66,18,815","8,52,86,40,138.35","1,89,082"
27-May-21,EQ,317.05,323.45,316.55,315.5,319,318.6,320.59,357,82.6,"4,94,84,106","15,86,42,25,963.10","3,10,012"
26-May-21,EQ,316.1,320,314.8,315.25,315.15,315.5,317.63,357,82.6,"2,86,39,717","9,09,69,23,036.75","1,82,798"
25-May-21,EQ,315.55,319,313.85,311.85,314.9,315.25,316.69,357,82.6,"3,73,82,263","11,83,85,48,199.00","2,35,654"
24-May-21,EQ,314.75,315.8,310.2,313.1,311.8,311.85,313.24,357,82.6,"3,19,63,997","10,01,22,99,795.85","2,03,153"
21-May-21,EQ,312,315.7,309.5,307.7,312.4,313.1,312.81,357,79.6,"4,03,58,753","12,62,47,18,438.75","2,35,409"
20-May-21,EQ,316,316.6,306.1,314.45,308,307.7,310.47,357,79.6,"5,40,43,899","16,77,89,50,024.40","3,32,716"
19-May-21,EQ,313,322.95,312.1,332.45,314.1,314.45,316.24,357,79.6,"11,94,07,026","37,76,14,59,386.20","6,82,512"
18-May-21,EQ,325.95,336.65,324,321.1,332,332.45,331.11,357,79.6,"8,61,53,088","28,52,61,71,912.65","5,07,559"
17-May-21,EQ,315.4,323.85,311.4,312.25,321.75,321.1,317.96,357,79.6,"5,11,62,423","16,26,75,82,786.40","3,22,456"
14-May-21,EQ,329.35,329.5,310,326,312.6,312.25,318.19,357,79.6,"8,13,05,325","25,87,04,30,404.85","4,46,741"
12-May-21,EQ,318.25,334.75,316.25,315.55,325.55,326,326.37,357,79.6,"11,15,84,920","36,41,79,10,308.95","6,27,410"
11-May-21,EQ,309.55,320.75,308.1,314.85,314.45,315.55,316.17,357,79.6,"5,84,72,304","18,48,70,36,052.35","3,41,891"
10-May-21,EQ,304.5,315.7,304,302.75,314.35,314.85,310.52,357,79.6,"5,32,60,388","16,53,84,27,981.10","3,04,985"
07-May-21,EQ,303,305.95,300.5,301.25,301.45,302.75,303.34,357,79.6,"4,15,91,323","12,61,64,75,889.85","2,32,673"
06-May-21,EQ,291.5,302,290.3,291.5,301.05,301.25,297.01,357,79.6,"4,50,32,502","13,37,52,17,303.80","2,53,096"
05-May-21,EQ,293.5,293.9,288.5,289.45,292.25,291.5,291.05,357,79.6,"2,93,50,536","8,54,25,57,907.75","1,72,820"
04-May-21,EQ,296.35,299.75,288.05,293,289.95,289.45,293.92,357,79.6,"3,86,40,006","11,35,68,82,614.15","2,15,522"
03-May-21,EQ,289.3,294.75,285,293.85,293.1,293,290.96,357,79.6,"3,53,76,618","10,29,33,17,764.30","2,17,697"
30-Apr-21,EQ,298.2,301.3,292.55,301.9,293.1,293.85,297.01,357,74.8,"3,61,21,668","10,72,84,87,262.65","2,27,806"
29-Apr-21,EQ,308.9,310,301.25,305.9,302.2,301.9,304.77,357,74.8,"3,66,47,292","11,16,89,97,900.30","1,86,996"
28-Apr-21,EQ,303.5,309.5,303,301.5,305.15,305.9,307.22,357,74.8,"4,46,68,126","13,72,27,77,839.30","2,64,159"
27-Apr-21,EQ,295.7,302.5,295.1,295.4,302.1,301.5,299.05,357,74.8,"3,50,40,532","10,47,87,93,142.15","1,91,627"
26-Apr-21,EQ,297,299,294.6,294,295.85,295.4,296.48,357,74.8,"3,05,83,139","9,06,73,86,454.95","1,73,282"
23-Apr-21,EQ,291,300,290.5,294.55,293.2,294,295.04,357,72.55,"5,81,58,986","17,15,90,78,149.65","3,01,111"
22-Apr-21,EQ,294,302.5,292.2,298.05,294.5,294.55,296.94,357,72.55,"6,10,22,978","18,12,04,54,264.15","3,24,395"
20-Apr-21,EQ,307.7,308.15,294.2,301.4,297.4,298.05,301.99,357,72.55,"5,67,40,291","17,13,49,33,991.60","2,93,573"
19-Apr-21,EQ,295,304.5,292.8,310,301.7,301.4,299.92,357,72.55,"6,57,91,784","19,73,20,92,260.55","3,68,946"
16-Apr-21,EQ,302,315,300.15,303.5,308.75,310,310.71,357,71,"7,53,30,709","23,40,60,77,563.15","4,08,104"
15-Apr-21,EQ,303,307.55,296.5,302.85,302.2,303.5,301.87,357,71,"7,52,62,749","22,71,94,53,457.45","3,97,148"
13-Apr-21,EQ,287.25,304.55,280.55,286.55,302,302.85,293.11,357,71,"11,68,74,853","34,25,66,50,888.30","5,71,436"
12-Apr-21,EQ,307.85,307.85,282.9,318.2,287.5,286.55,292.83,357,71,"10,53,42,538","30,84,72,55,981.55","6,87,082"
09-Apr-21,EQ,313.2,325,312.5,313.95,317.55,318.2,320.77,357,65.4,"7,54,62,572","24,20,59,00,606.15","4,12,742"
08-Apr-21,EQ,307.9,319.8,307.5,307.8,314,313.95,315.34,357,65.4,"6,24,59,774","19,69,63,35,826.85","3,29,382"
07-Apr-21,EQ,306.75,310.65,305.1,307.75,307.65,307.8,308.53,357,65.4,"3,90,73,986","12,05,53,53,692.30","1,94,930"
06-Apr-21,EQ,306.15,313.8,304.8,305.05,308,307.75,309.29,357,65.4,"6,30,31,783","19,49,50,30,379.85","3,13,806"
05-Apr-21,EQ,306.8,311.7,297.2,307.75,305.5,305.05,304.12,357,65.4,"6,61,78,755","20,12,61,69,223.85","3,46,981"
01-Apr-21,EQ,306.75,309.85,303.05,301.8,307.25,307.75,306.29,357,64.8,"4,40,88,352","13,50,38,16,549.80","2,68,091"
31-Mar-21,EQ,299,307.5,297.5,297.05,301.45,301.8,303.68,357,64.8,"5,85,69,012","17,78,63,99,693.80","3,25,482"
30-Mar-21,EQ,300.5,301.3,292.7,296.4,297.05,297.05,296.64,357,64.8,"4,52,57,627","13,42,53,25,715.15","2,67,495"
26-Mar-21,EQ,290.5,301.4,290.5,285.55,296.75,296.4,296.4,357,63.5,"8,09,24,011","23,98,55,34,796.25","4,34,783"
25-Mar-21,EQ,294,294,282.25,294.45,286,285.55,287.04,357,63.5,"8,45,28,317","24,26,27,13,318.75","5,11,962"
24-Mar-21,EQ,303.55,305,293.2,307.4,294.75,294.45,299.54,357,63.5,"6,15,23,819","18,42,90,97,083.30","3,94,777"
23-Mar-21,EQ,305,312.25,304,303.05,306.9,307.4,308.61,357,63.5,"6,02,40,483","18,59,07,65,503.80","3,49,957"
22-Mar-21,EQ,306.45,307.5,300.1,308.95,302.85,303.05,303.74,357,63.5,"5,63,85,019","17,12,61,78,093.25","3,38,962"
19-Mar-21,EQ,303.5,311,290.2,307,308.2,308.95,302.07,357,63.5,"10,99,32,681","33,20,70,43,605.15","5,62,664"
18-Mar-21,EQ,311,316.6,299.75,305.8,308,307,309.64,357,63.5,"7,37,31,921","22,83,06,26,649.15","4,22,219"
17-Mar-21,EQ,318.6,320,304,319.95,305.5,305.8,312.19,357,63.5,"4,72,62,481","14,75,51,01,722.35","3,15,250"
16-Mar-21,EQ,321,321.9,315.1,318.55,319,319.95,318.53,357,63.5,"3,92,67,404","12,50,79,25,887.45","2,28,406"
15-Mar-21,EQ,320,320.4,310.05,317.55,318.2,318.55,314.73,357,63.5,"4,50,83,228","14,18,89,06,470.40","3,07,122"
12-Mar-21,EQ,325.05,326.5,314.15,321.45,317.45,317.55,320.29,357,63.5,"4,83,60,842","15,48,94,75,023.45","3,19,107"
10-Mar-21,EQ,319.5,324.45,316.7,315.2,321.75,321.45,321.13,357,63.5,"5,86,43,853","18,83,21,96,592.95","3,32,869"
09-Mar-21,EQ,325,328.35,309.6,321.25,315.15,315.2,318.35,357,63.5,"7,47,02,208","23,78,14,68,293.10","4,43,980"
08-Mar-21,EQ,331.75,331.75,318.8,325.15,321.35,321.25,324.4,357,63.5,"8,19,25,952","26,57,67,57,573.30","5,47,672"
05-Mar-21,EQ,333,337.85,319.7,339.2,326.45,325.15,329.04,357,63.5,"8,67,38,909","28,54,04,86,583.50","5,11,915"
04-Mar-21,EQ,339,345.4,337.3,348.5,340,339.2,341.5,357,63.5,"5,98,63,169","20,44,35,08,606.45","3,65,276"
03-Mar-21,EQ,348.65,357,346.5,345.75,347.1,348.5,351.7,357,63.5,"9,20,06,451","32,35,85,33,060.50","5,27,778"
02-Mar-21,EQ,331.1,347.2,326.45,328.3,345.25,345.75,339.18,347.2,63.5,"12,77,08,761","43,31,64,83,891.45","7,28,843"
01-Mar-21,EQ,330,331.85,322.7,322.95,327.7,328.3,327.28,341.9,63.5,"6,11,90,868","20,02,66,65,753.85","3,52,381"
26-Feb-21,EQ,323,332.95,318.85,333.15,321.9,322.95,324.69,341.9,63.5,"9,19,01,339","29,83,92,13,809.50","4,93,729"
25-Feb-21,EQ,325.35,334.7,323.25,321.65,333.6,333.15,328.91,341.9,63.5,"6,45,14,912","21,21,95,67,491.35","3,52,535"
24-Feb-21,EQ,325,330,316.5,324,321.2,321.65,324.47,341.9,63.5,"5,08,21,757","16,48,99,74,873.85","2,87,089"
23-Feb-21,EQ,308.5,328.9,308.5,304.5,324.6,324,319.8,341.9,63.5,"13,33,10,157","42,63,24,30,245.10","6,96,488"
22-Feb-21,EQ,312.45,313.9,302.15,311.85,302.6,304.5,308,341.9,63.5,"5,77,23,298","17,77,85,79,106.10","3,41,152"
19-Feb-21,EQ,321.95,321.95,301.4,323.85,312.45,311.85,313.32,341.9,63.5,"8,02,74,683","25,15,15,76,757.90","5,16,227"
18-Feb-21,EQ,331.5,331.75,321.1,330.15,323,323.85,327.39,341.9,63.5,"4,92,04,247","16,10,89,57,682.00","3,05,338"
17-Feb-21,EQ,326.9,334.25,325.45,329.2,329.7,330.15,329.78,341.9,63.5,"5,21,50,941","17,19,84,62,740.05","2,88,923"
16-Feb-21,EQ,335.45,337.9,327.5,333.35,329,329.2,331.95,341.9,63.5,"6,59,43,843","21,89,03,04,400.55","3,49,911"
15-Feb-21,EQ,329.9,335.8,324,325.4,331.9,333.35,329.83,341.9,63.5,"7,86,80,452","25,95,07,95,655.45","4,18,089"
12-Feb-21,EQ,326.4,330.5,321.25,325,324.55,325.4,326.36,341.9,63.5,"6,40,93,642","20,91,74,50,086.00","3,44,490"
11-Feb-21,EQ,326.45,331.35,323.4,328.9,324.9,325,326.77,341.9,63.5,"5,52,57,166","18,05,65,63,766.25","3,17,814"
10-Feb-21,EQ,326,332.65,319.5,325.05,328.55,328.9,325.62,341.9,63.5,"9,34,66,949","30,43,48,33,762.05","4,74,065"
09-Feb-21,EQ,337,338.5,322.2,335.95,325.85,325.05,328.65,341.9,63.5,"10,59,81,081","34,83,03,28,895.75","5,96,440"
08-Feb-21,EQ,318.75,339.25,318,315.9,336.55,335.95,328.1,341.9,63.5,"10,21,23,614","33,50,69,55,689.95","5,97,813"
05-Feb-21,EQ,327.6,330,312.6,326.15,318.45,315.9,319.24,341.9,63.5,"10,35,12,235","33,04,55,00,229.25","6,20,367"
04-Feb-21,EQ,329,334.5,322.45,331,326.1,326.15,328.68,341.9,63.5,"12,10,33,002","39,78,15,97,113.25","6,93,061"
03-Feb-21,EQ,339.2,341.9,326.2,322,331.2,331,334.33,341.9,63.5,"22,41,90,114","74,95,45,16,287.10","10,57,040"
02-Feb-21,EQ,293.6,328.85,290.4,279.6,326.95,322,308.75,328.85,63.5,"25,19,65,965","77,79,48,18,724.65","12,01,928"
01-Feb-21,EQ,269.75,282,255.35,262.7,280.3,279.6,269.6,306.9,63.5,"16,56,55,500","44,66,06,33,817.45","7,97,774"
29-Jan-21,EQ,273,278.8,260.6,266.8,262.35,262.7,270.74,306.9,63.5,"13,84,42,348","37,48,13,89,731.10","5,88,270"
28-Jan-21,EQ,260.05,273.4,259.05,267.5,266,266.8,266.8,306.9,63.5,"12,91,56,876","34,45,94,98,740.45","5,43,019"
27-Jan-21,EQ,274.9,275,265.7,279.15,266.75,267.5,269.62,306.9,63.5,"12,65,86,833","34,13,05,26,615.40","5,77,227"
25-Jan-21,EQ,296.9,299.5,277.35,289.35,278.7,279.15,284.75,306.9,63.5,"16,43,46,913","46,79,73,25,645.85","7,26,552"
22-Jan-21,EQ,295.95,306.9,278.35,290.6,290.85,289.35,296.37,306.9,63.5,"31,60,08,609","93,65,67,07,364.20","13,18,669"
21-Jan-21,EQ,281,299,280,274.9,292.45,290.6,291.38,299,63.5,"28,36,14,463","82,63,86,47,239.00","11,24,524"
20-Jan-21,EQ,260,277.5,258.85,258.65,274.4,274.9,271.49,277.5,63.5,"20,51,45,151","55,69,53,62,793.25","8,28,086"
19-Jan-21,EQ,251.5,261.7,251.3,245.95,258.75,258.65,256.26,264.65,63.5,"13,68,61,059","35,07,23,93,058.90","5,22,685"
18-Jan-21,EQ,261.65,262.45,241.15,260.3,244.5,245.95,249.46,264.65,63.5,"17,33,83,224","43,25,13,33,303.50","6,51,158"
15-Jan-21,EQ,246,264.65,242.6,245.1,261.6,260.3,255.48,264.65,63.5,"25,00,38,029","63,87,96,88,196.45","9,07,714"
14-Jan-21,EQ,242.85,249.8,238.6,242.6,245.25,245.1,244.21,252.4,63.5,"8,68,19,519","21,20,23,97,636.60","3,79,083"
13-Jan-21,EQ,242.9,248.8,238.4,237.8,242.85,242.6,243.45,252.4,63.5,"16,46,49,387","40,08,40,35,851.50","6,12,651"
12-Jan-21,EQ,227,252.4,224.1,220.65,237.25,237.8,238.18,252.4,63.5,"39,05,77,839","93,02,94,95,460.45","13,03,825"
11-Jan-21,EQ,199.9,225.4,199.65,198.15,223.2,220.65,211.45,225.4,63.5,"18,24,83,100","38,58,55,23,226.80","6,35,889"
08-Jan-21,EQ,198.75,201.5,197.1,196.75,197.85,198.15,199.44,201.7,63.5,"5,39,91,568","10,76,81,26,835.90","1,91,216"
07-Jan-21,EQ,197,200.35,195.1,195.4,196.5,196.75,198.02,201.7,63.5,"6,60,24,848","13,07,39,13,349.50","2,32,249"
06-Jan-21,EQ,194.45,197.6,190.65,193.2,194.9,195.4,194.82,201.7,63.5,"7,56,21,947","14,73,23,65,582.35","3,02,100"
05-Jan-21,EQ,187.1,193.9,185.05,191.3,193,193.2,188.96,201.7,63.5,"7,57,52,593","14,31,39,31,037.85","2,99,902"
04-Jan-21,EQ,191.8,193,188.75,186.5,191.15,191.3,191.13,201.7,63.5,"6,39,80,597","12,22,87,65,285.55","2,53,278"
01-Jan-21,EQ,184.95,187,184.5,183.85,186.55,186.5,185.68,201.7,63.5,"2,73,34,421","5,07,53,65,028.55","1,10,094"
31-Dec-20,EQ,184.85,187.5,182.8,184.15,183.5,183.85,185.33,201.7,63.5,"4,89,78,310","9,07,72,20,422.90","1,82,333"
30-Dec-20,EQ,183.1,185.4,180.4,183.45,184.85,184.15,182.49,201.7,63.5,"3,85,76,159","7,03,97,50,093.50","1,40,846"
29-Dec-20,EQ,187.9,188.45,181.1,186.35,183.5,183.45,184.51,201.7,63.5,"7,13,18,085","13,15,91,22,342.40","2,88,808"
28-Dec-20,EQ,179.85,187.4,179,175.95,186,186.35,184.4,201.7,63.5,"9,80,12,135","18,07,36,34,113.15","3,56,065"
24-Dec-20,EQ,172,178,172,169.2,175.8,175.95,175.59,201.7,63.5,"7,38,31,319","12,96,37,47,737.15","2,54,698"
23-Dec-20,EQ,165,169.7,163.4,164.95,169.5,169.2,166.94,201.7,63.5,"5,69,30,071","9,50,37,42,280.20","1,97,114"
22-Dec-20,EQ,164.55,169.2,156.7,164.55,165.05,164.95,161.45,201.7,63.5,"11,00,09,846","17,76,13,21,437.50","4,07,075"
21-Dec-20,EQ,176,177.55,162.5,180.55,163.5,164.55,170.86,201.7,63.5,"7,55,82,907","12,91,43,14,394.40","3,32,579"
18-Dec-20,EQ,180.9,181.5,176.65,181.7,180.4,180.55,179.59,201.7,63.5,"4,60,65,197","8,27,29,22,292.35","1,42,599"
17-Dec-20,EQ,184,184,180.65,182.55,181.3,181.7,182.75,201.7,63.5,"3,41,01,954","6,23,22,61,080.20","1,19,653"
16-Dec-20,EQ,181,183.8,180.1,178.9,182.25,182.55,182.28,201.7,63.5,"5,12,59,394","9,34,37,91,573.45","1,76,362"
15-Dec-20,EQ,176.45,179.7,173.25,177.65,178.9,178.9,175.7,201.7,63.5,"4,11,90,341","7,23,70,31,319.90","1,73,128"
14-Dec-20,EQ,181,181.5,176.7,178.85,177.9,177.65,178.12,201.7,63.5,"3,31,86,273","5,91,10,41,528.75","1,32,474"
11-Dec-20,EQ,177.95,181.45,176.5,177.6,178.2,178.85,179.3,201.7,63.5,"4,30,65,542","7,72,17,27,569.50","1,77,254"
10-Dec-20,EQ,182.7,182.7,176.4,182.7,177.95,177.6,178.33,201.7,63.5,"3,83,68,777","6,84,23,70,815.25","1,60,033"
09-Dec-20,EQ,183,186.4,181.65,181.8,182.85,182.7,183.87,201.7,63.5,"4,03,00,535","7,41,01,71,899.10","1,79,777"
08-Dec-20,EQ,184.95,185.7,178.95,183.55,181.75,181.8,182.23,201.7,63.5,"4,21,43,391","7,67,98,76,271.05","1,78,817"
07-Dec-20,EQ,184.45,186.45,182.7,184.15,183.9,183.55,184.4,201.7,63.5,"2,98,02,472","5,49,55,10,398.50","1,18,659"
04-Dec-20,EQ,186.5,188.8,182.2,184.85,184.25,184.15,185.44,201.7,63.5,"4,79,95,639","8,90,05,42,774.70","1,90,324"
03-Dec-20,EQ,185,186,183.25,183.6,185,184.85,184.78,201.7,63.5,"3,33,32,481","6,15,93,03,793.85","1,40,459"
02-Dec-20,EQ,184,187.35,181.1,179.75,183.3,183.6,184.35,201.7,63.5,"8,81,07,889","16,24,29,24,919.00","3,11,386"
01-Dec-20,EQ,182.35,182.4,178.1,180.35,179.85,179.75,179.94,201.7,63.5,"4,88,81,250","8,79,55,51,167.40","1,99,976"
27-Nov-20,EQ,174.65,183.85,174.65,173.75,178.65,180.35,181.13,201.7,63.5,"12,59,26,062","22,80,86,80,610.25","4,04,522"
26-Nov-20,EQ,171.6,175,171.05,171.45,174.65,173.75,172.44,201.7,63.5,"3,90,94,724","6,74,16,76,312.80","1,53,282"
25-Nov-20,EQ,175,176.8,169.25,172.05,170.95,171.45,173.82,201.7,63.5,"5,43,66,608","9,44,98,00,832.10","2,37,171"
24-Nov-20,EQ,171.85,175.5,171.1,170.7,172,172.05,173.64,201.7,63.5,"4,76,95,247","8,28,16,42,645.30","2,08,912"
23-Nov-20,EQ,169.5,173.9,165.55,169.1,170.45,170.7,169.75,201.7,63.5,"5,45,66,251","9,26,28,61,649.50","2,23,504"
20-Nov-20,EQ,170.05,171.55,165.55,167.95,168.3,169.1,168.89,201.7,63.5,"6,69,35,703","11,30,49,49,881.45","2,82,455"
19-Nov-20,EQ,171.4,176.35,166.55,173.5,166.95,167.95,172,201.7,63.5,"10,94,49,407","18,82,53,47,151.75","3,72,052"
18-Nov-20,EQ,158.85,178.8,158.55,158,173,173.5,167.95,201.7,63.5,"17,18,01,183","28,85,48,26,175.25","5,51,801"
17-Nov-20,EQ,152.5,159.35,152.2,148.85,158,158,155.6,201.7,63.5,"8,26,44,841","12,85,92,06,594.55","3,58,314"
14-Nov-20,EQ,148.7,150.8,148,146.35,148.45,148.85,149.5,201.7,63.5,"1,17,49,453","1,75,65,13,865.15","97,665"
13-Nov-20,EQ,150,150,145.35,151.2,146.2,146.35,147.35,201.7,63.5,"3,25,66,537","4,79,88,21,289.35","1,47,362"
12-Nov-20,EQ,150.95,153.85,150,150.95,151.15,151.2,151.84,201.7,63.5,"5,61,45,517","8,52,50,42,199.75","1,89,533"
11-Nov-20,EQ,146.5,151.5,145.65,146,151.1,150.95,148.92,201.7,63.5,"7,85,83,629","11,70,25,11,653.20","2,52,397"
10-Nov-20,EQ,144.05,146.7,142.75,141,145.9,146,144.94,201.7,63.5,"6,87,94,369","9,97,11,84,928.45","2,29,226"
09-Nov-20,EQ,140.6,141.5,138.7,139,141.05,141,140.37,201.7,63.5,"4,02,77,460","5,65,37,62,480.85","1,44,723"
06-Nov-20,EQ,137.65,142.3,137.65,137.65,138.7,139,140.04,201.7,63.5,"6,79,66,815","9,51,83,15,913.35","2,19,687"
05-Nov-20,EQ,137,138,136,135.9,137.65,137.65,137.16,201.7,63.5,"3,89,28,602","5,33,94,16,418.95","1,35,309"
04-Nov-20,EQ,135.6,137,134,134.1,135.65,135.9,135.35,201.7,63.5,"4,46,75,934","6,04,67,13,196.20","1,35,790"
03-Nov-20,EQ,135,137.4,133.55,132.85,133.9,134.1,135.23,201.7,63.5,"5,20,71,476","7,04,16,44,361.70","1,75,863"
02-Nov-20,EQ,133.65,134,131.1,132.65,132.7,132.85,132.46,201.7,63.5,"4,03,88,690","5,34,98,33,493.65","1,33,563"
30-Oct-20,EQ,133.2,134.5,130.3,131.9,133.2,132.65,132.39,201.7,63.5,"5,11,28,679","6,76,91,24,459.40","1,80,110"
29-Oct-20,EQ,132,133,130,134.8,132,131.9,131.45,201.7,63.5,"6,66,34,175","8,75,93,23,437.70","2,27,711"
28-Oct-20,EQ,139,143.25,133.5,135.65,134.75,134.8,138.52,201.7,63.5,"15,23,61,862","21,10,45,06,025.10","4,73,350"
27-Oct-20,EQ,134.15,136.75,130.85,133.7,136.65,135.65,134.38,201.7,63.5,"5,68,61,313","7,64,11,52,363.75","2,04,736"
26-Oct-20,EQ,138.4,140.8,131.25,137,133.65,133.7,135.51,201.7,63.5,"8,85,33,181","11,99,67,20,996.50","3,10,965"
23-Oct-20,EQ,134.9,138.9,134.1,133.5,136.65,137,136.74,201.7,63.5,"6,87,12,845","9,39,59,66,779.25","2,54,495"
